id,label,description,url,x,y,weight,cluster
752,sengupta (2003),"<table><tr><td>Authors:</td><td>sengupta, mk; mukherjee, a; hossain, ma; ahamed, s; rahman, mm; lodh, d; chowdhury, uk; biswas, bk; nayak, b; das, b; saha, kc; chakraborti, d; mukherjee, sc; chatterjee, g; pati, s; dutta, rn; quamruzzaman, q</td></tr><tr><td>Title:</td><td>groundwater arsenic contamination in the ganga-padma-meghna-brahmaputra plain of india and bangladesh</td></tr><tr><td>Source:</td><td>archives of environmental health</td></tr><tr><td>Volume:</td><td>58</td></tr><tr><td>Issue:</td><td>11</td></tr><tr><td>Pages:</td><td>701-702</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1539/joh.47.1,-0.0383,0.1089,1,1
753,gaus (2003),"<table><tr><td>Authors:</td><td>gaus, i; kinniburgh, dg; talbot, jc; webster, r</td></tr><tr><td>Title:</td><td>geostatistical analysis of arsenic concentration in groundwater in bangladesh using disjunctive kriging</td></tr><tr><td>Source:</td><td>environmental geology</td></tr><tr><td>Volume:</td><td>44</td></tr><tr><td>Issue:</td><td>8</td></tr><tr><td>Pages:</td><td>939-948</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1065/jss2005.06.140,-0.3418,-0.4218,1,2
754,bhattacharyya (2003),"<table><tr><td>Authors:</td><td>bhattacharyya, r; chatterjee, d; nath, b; jana, j; jacks, g; vahter, m</td></tr><tr><td>Title:</td><td>high arsenic groundwater: mobilization, metabolism and mitigation - an overview in the bengal delta plain</td></tr><tr><td>Source:</td><td>molecular and cellular biochemistry</td></tr><tr><td>Issue:</td><td>2-jan</td></tr><tr><td>Pages:</td><td>347-355</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,0.3336,0.0967,1,1
755,christakos (2003),"<table><tr><td>Authors:</td><td>christakos, g</td></tr><tr><td>Title:</td><td>critical conceptualism in environmental modeling and prediction</td></tr><tr><td>Source:</td><td>environmental science & technology</td></tr><tr><td>Issue:</td><td>20</td></tr><tr><td>Pages:</td><td>4685-4693</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1201/9780203970829.ch3,0.2388,-0.2493,1,4
763,smedley (2003),"<table><tr><td>Authors:</td><td>smedley, pl; zhang, m; zhang, g; luo, z</td></tr><tr><td>Title:</td><td>mobilisation of arsenic and other trace elements in fluviolacustrine aquifers of the huhhot basin, inner mongolia</td></tr><tr><td>Source:</td><td>applied geochemistry</td></tr><tr><td>Volume:</td><td>18</td></tr><tr><td>Issue:</td><td>9</td></tr><tr><td>Pages:</td><td>1453-1477</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,-0.6144,-0.0615,1,2
765,lokuge (2003),"<table><tr><td>Authors:</td><td>lokuge, k; smith, w; caldwell, b; milton, ah; dear, k</td></tr><tr><td>Title:</td><td>effect of arsenic mitigation interventions on disease burden in bangladesh</td></tr><tr><td>Source:</td><td>epidemiology</td></tr><tr><td>Volume:</td><td>14</td></tr><tr><td>Issue:</td><td>5</td></tr><tr><td>Pages:</td><td>s47-s47</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,0.7198,-0.4548,1,4
768,tareq (2003),"<table><tr><td>Authors:</td><td>tareq, sm; safiullah, s; anawar, hm; rahman, mm; ishizuka, t</td></tr><tr><td>Title:</td><td>arsenic pollution in groundwater: a self-organizing complex geochemical process in the deltaic sedimentary environment, bangladesh</td></tr><tr><td>Source:</td><td>science of the total environment</td></tr><tr><td>Issue:</td><td>3-jan</td></tr><tr><td>Pages:</td><td>213-226</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,-0.9056,-0.209,1,2
769,yamazaki (2003),"<table><tr><td>Authors:</td><td>yamazaki, c; ishiga, h; ahmed, f; itoh, k; suyama, k; yamamoto, h</td></tr><tr><td>Title:</td><td>vertical distribution of arsenic in ganges delta sediments in deuli village, bangladesh</td></tr><tr><td>Source:</td><td>soil science and plant nutrition</td></tr><tr><td>Volume:</td><td>49</td></tr><tr><td>Issue:</td><td>4</td></tr><tr><td>Pages:</td><td>567-574</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,-1.3394,-0.1938,1,2
770,jakariya (2003),"<table><tr><td>Authors:</td><td>jakariya, m; chowdhury, amr; hossain, z; rahman, m; sarker, q; khan, ri; rahman, m</td></tr><tr><td>Title:</td><td>sustainable community-based safe water options to mitigate the bangladesh arsenic catastrophe - an experience from two upazilas</td></tr><tr><td>Source:</td><td>current science</td></tr><tr><td>Volume:</td><td>85</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>141-146</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,0.3271,-0.0574,1,1
771,ahsan (2003),"<table><tr><td>Authors:</td><td>ahsan, h; chen, y; wang, q; slavkovich, v; graziano, jh; santella, rm</td></tr><tr><td>Title:</td><td>dna repair gene xpd and susceptibility to arsenic-induced hyperkeratosis</td></tr><tr><td>Source:</td><td>toxicology letters</td></tr><tr><td>Volume:</td><td>143</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>123-131</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,0.9698,0.1194,1,1
772,chakraborti (2003),"<table><tr><td>Authors:</td><td>chakraborti, d; mukherjee, sc; pati, s; sengupta, mk; rahman, mm; chowdhury, uk; lodh, d; chanda, cr; chakraborty, ak; basul, gk</td></tr><tr><td>Title:</td><td>arsenic groundwater contamination in middle ganga plain, bihar, india: a future danger?</td></tr><tr><td>Source:</td><td>environmental health perspectives</td></tr><tr><td>Issue:</td><td>9</td></tr><tr><td>Pages:</td><td>1194-1201</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1201/9780203970829.sec5,0.0556,-0.0162,1,1
773,yu (2003),"<table><tr><td>Authors:</td><td>yu, wh; harvey, cm; harvey, cf</td></tr><tr><td>Title:</td><td>arsenic in groundwater in bangladesh: a geostatistical and epidemiological framework for evaluating health effects and potential remedies</td></tr><tr><td>Source:</td><td>water resources research</td></tr><tr><td>Volume:</td><td>39</td></tr><tr><td>Issue:</td><td>6</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1201/9780203970829.ch32,0.1007,-0.0373,1,1
774,miyazaki (2003),"<table><tr><td>Authors:</td><td>miyazaki, k; ushijima, k; kadono, t; inaoka, t; watanabe, c; ohtsuka, r</td></tr><tr><td>Title:</td><td>negative correlation between urinary selenium and arsenic levels of the residents living in an arsenic-contaminated area in bangladesh</td></tr><tr><td>Source:</td><td>journal of health science</td></tr><tr><td>Volume:</td><td>49</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>239-242</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,0.7927,0.1106,1,1
775,serre (2003),"<table><tr><td>Authors:</td><td>serre, ml; kolovos, a; christakos, g; modis, k</td></tr><tr><td>Title:</td><td>an application of the holistochastic human exposure methodology to naturally occurring arsenic in bangladesh drinking water</td></tr><tr><td>Source:</td><td>risk analysis</td></tr><tr><td>Volume:</td><td>23</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>515-528</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,0.274,-0.2325,1,4
776,alam (2003),"<table><tr><td>Authors:</td><td>alam, mgm; snow, et; tanaka, a</td></tr><tr><td>Title:</td><td>arsenic and heavy metal contamination of vegetables grown in samta village, bangladesh</td></tr><tr><td>Source:</td><td>science of the total environment</td></tr><tr><td>Issue:</td><td>3-jan</td></tr><tr><td>Pages:</td><td>83-96</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,-0.0477,0.4946,1,3
777,van geen (2003),"<table><tr><td>Authors:</td><td>van geen, a; zheng, y; versteeg, r; stute, m; horneman, a; dhar, r; steckler, m; gelman, a; small, c; ahsan, h; graziano, jh; hussain, i; ahmed, km</td></tr><tr><td>Title:</td><td>spatial variability of arsenic in 6000 tube wells in a 25 km(2) area of bangladesh</td></tr><tr><td>Source:</td><td>water resources research</td></tr><tr><td>Volume:</td><td>39</td></tr><tr><td>Issue:</td><td>5</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,-0.2794,-0.2139,1,2
778,khan (2003),"<table><tr><td>Authors:</td><td>khan, aa; hoque, ma; ali, m; hasan, ma</td></tr><tr><td>Title:</td><td>morpho-tectonic depression and early holocene land-ocean interaction vis-a-vis trace metals adsorption in sediment and groundwater contamination - a case study from the bengal delta, bangladesh</td></tr><tr><td>Source:</td><td>journal de physique iv</td></tr><tr><td>Volume:</td><td>107</td></tr><tr><td>Pages:</td><td>691-694</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1201/9780203970829.ch31,-0.8975,-0.2265,1,2
779,neku (2003),"<table><tr><td>Authors:</td><td>neku, a; tandukar, n</td></tr><tr><td>Title:</td><td>an overview of arsenic contamination in groundwater of nepal and its removal at household level</td></tr><tr><td>Source:</td><td>journal de physique iv</td></tr><tr><td>Volume:</td><td>107</td></tr><tr><td>Pages:</td><td>941-944</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,0.8828,0.6306,1,1
780,sharma (2003),"<table><tr><td>Authors:</td><td>sharma, ak; tjell, jc; mosbaek, h</td></tr><tr><td>Title:</td><td>removal of arsenic using naturally occurring iron</td></tr><tr><td>Source:</td><td>journal de physique iv</td></tr><tr><td>Volume:</td><td>107</td></tr><tr><td>Pages:</td><td>1223-1226</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1021/es049323b,-1.1794,0.028,1,2
781,wolthers (2003),"<table><tr><td>Authors:</td><td>wolthers, m; charlet, l; van der weijden, ch</td></tr><tr><td>Title:</td><td>arsenic sorption onto disordered mackinawite as a control on the mobility of arsenic in the ambient sulphidic environment</td></tr><tr><td>Source:</td><td>journal de physique iv</td></tr><tr><td>Volume:</td><td>107</td></tr><tr><td>Pages:</td><td>1377-1380</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,-1.0475,-0.2071,1,2
782,caldwell (2003),"<table><tr><td>Authors:</td><td>caldwell, bk; caldwell, jc; mitra, sn; smith, w</td></tr><tr><td>Title:</td><td>searching for an optimum solution to the bangladesh arsenic crisis</td></tr><tr><td>Source:</td><td>social science & medicine</td></tr><tr><td>Volume:</td><td>56</td></tr><tr><td>Issue:</td><td>10</td></tr><tr><td>Pages:</td><td>2089-2096</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,0.1574,-0.2929,1,4
783,raymahashay (2003),"<table><tr><td>Authors:</td><td>raymahashay, bc; khare, as</td></tr><tr><td>Title:</td><td>the arsenic cycle in late quaternary fluvial sediments: mineralogical considerations</td></tr><tr><td>Source:</td><td>current science</td></tr><tr><td>Volume:</td><td>84</td></tr><tr><td>Issue:</td><td>8</td></tr><tr><td>Pages:</td><td>1102-1104</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/j.puhe.2003.11.002,-0.6917,-0.145,1,2
784,hadi (2003),"<table><tr><td>Authors:</td><td>hadi, a</td></tr><tr><td>Title:</td><td>fighting arsenic at the grassroots: experience of brac's community awareness initiative in bangladesh</td></tr><tr><td>Source:</td><td>health policy and planning</td></tr><tr><td>Volume:</td><td>18</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>93-100</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1111/j.0272-4332.2004.00553.x,0.5116,-0.1032,1,1
785,anawar (2003),"<table><tr><td>Authors:</td><td>anawar, hm; akai, j; komaki, k; terao, h; yoshioka, t; ishizuka, t; safiullah, s; kato, k</td></tr><tr><td>Title:</td><td>geochemical occurrence of arsenic in groundwater of bangladesh: sources and mobilization processes</td></tr><tr><td>Source:</td><td>journal of geochemical exploration</td></tr><tr><td>Volume:</td><td>77</td></tr><tr><td>Issue:</td><td>3-feb</td></tr><tr><td>Pages:</td><td>109-131</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/j.aca.2004.09.045,-1.0877,-0.0319,1,2
786,khan (2003),"<table><tr><td>Authors:</td><td>khan, aa; hoque, s; huq, smi; kibria, kq; hoque, ma</td></tr><tr><td>Title:</td><td>evidence of bacterial activity in the release of arsenic - a case study from the bengal delta of bangladesh</td></tr><tr><td>Source:</td><td>journal of the geological society of india</td></tr><tr><td>Volume:</td><td>61</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>209-214</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/j.gca.2004.04.020,-0.8052,-0.2206,1,2
787,ali (2003),"<table><tr><td>Authors:</td><td>ali, mm; ishiga, h; wakatsuki, t</td></tr><tr><td>Title:</td><td>influence of soil type and properties on distribution and changes in arsenic contents of different paddy soils in bangladesh</td></tr><tr><td>Source:</td><td>soil science and plant nutrition</td></tr><tr><td>Volume:</td><td>49</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>111-123</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1079/bjn20041277,-0.8355,0.2637,1,3
788,meharg (2003),"<table><tr><td>Authors:</td><td>meharg, aa; rahman, m</td></tr><tr><td>Title:</td><td>arsenic contamination of bangladesh paddy field soils: implications for rice contribution to arsenic consumption</td></tr><tr><td>Source:</td><td>environmental science & technology</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>229-234</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,-0.2526,0.4257,1,3
789,mahata (2003),"<table><tr><td>Authors:</td><td>mahata, j; basu, a; ghoshal, s; sarkar, jn; roy, ak; poddar, g; nandy, ak; banerjee, a; ray, k; natarajan, at; nilsson, r; giri, ak</td></tr><tr><td>Title:</td><td>chromosomal aberrations and sister chromatid exchanges in individuals exposed to arsenic through drinking water in west bengal, india</td></tr><tr><td>Source:</td><td>mutation research-genetic toxicology and environmental mutagenesis</td></tr><tr><td>Issue:</td><td>2-jan</td></tr><tr><td>Pages:</td><td>133-143</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/j.desal.2004.03.013,0.5919,0.1916,1,1
790,chakraborti (2003),"<table><tr><td>Authors:</td><td>chakraborti, d; sengupta, mk; rahman, mm; chowdhury, uk; lodh, d; ahamed, s; hossain, a; basu, gk; mukherjee, sc; saha, kc</td></tr><tr><td>Title:</td><td>groundwater arsenic exposure in india</td></tr><tr><td>Source:</td><td>arsenic exposure and health effects v</td></tr><tr><td>Pages:</td><td>3-24</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/j.socscimed.2004.01.037,0.1119,0.1223,1,1
791,con (2003),"<table><tr><td>Authors:</td><td>con, th; hanh, nt; berg, m; viet, ph</td></tr><tr><td>Title:</td><td>investigation of arsenic release from sediment minerals to water phases</td></tr><tr><td>Source:</td><td>arsenic exposure and health effects v</td></tr><tr><td>Pages:</td><td>93-101</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1289/ehp.6964,-0.4985,-0.1051,1,2
792,alam (2003),"<table><tr><td>Authors:</td><td>alam, mgm; snow, et; tanaka, a</td></tr><tr><td>Title:</td><td>arsenic and heavy metal contamination of rice, pulses and vegetables grown in samta village, bangladesh</td></tr><tr><td>Source:</td><td>arsenic exposure and health effects v</td></tr><tr><td>Pages:</td><td>103-114</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/j.gca.2004.02.014,-0.0485,0.4293,1,3
793,saha (2003),"<table><tr><td>Authors:</td><td>saha, kc</td></tr><tr><td>Title:</td><td>saha's grading of arsenicosis progression and treatment</td></tr><tr><td>Source:</td><td>arsenic exposure and health effects v</td></tr><tr><td>Pages:</td><td>391-414</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1289/ehp.6866,0.4424,0.2405,1,1
795,murcott (2003),"<table><tr><td>Authors:</td><td>murcott, s</td></tr><tr><td>Title:</td><td>arsenic solutions web platform of > 50 options for developing countries: collaborative design and innovation for the common good</td></tr><tr><td>Source:</td><td>arsenic exposure and health effects v</td></tr><tr><td>Pages:</td><td>451-458</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/j.taap.2003.10.002,-0.3974,-0.4455,1,2
796,viet (2003),"<table><tr><td>Authors:</td><td>viet, ph; con, th; ha, ct; ha, hv; berg, m; giger, w; schertenleib, r</td></tr><tr><td>Title:</td><td>investigation of arsenic removal technologies for drinking water in vietnam</td></tr><tr><td>Source:</td><td>arsenic exposure and health effects v</td></tr><tr><td>Pages:</td><td>459-469</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/j.taap.2003.10.024,-0.7914,-0.0133,1,2
797,wai (2003),"<table><tr><td>Authors:</td><td>wai, cm; wang, js; yang, mh</td></tr><tr><td>Title:</td><td>arsenic contamination of groundwater, blackfoot disease, and other related health problems</td></tr><tr><td>Source:</td><td>biogeochemistry of environmentally important trace elements</td></tr><tr><td>Pages:</td><td>210-231</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/j.taap.2003.10.016,-0.0609,0.0446,1,1
798,van geen (2003),"<table><tr><td>Authors:</td><td>van geen, a; ahmed, km; seddique, aa; shamsudduha, m</td></tr><tr><td>Title:</td><td>community wells to mitigate the arsenic crisis in bangladesh</td></tr><tr><td>Source:</td><td>bulletin of the world health organization</td></tr><tr><td>Volume:</td><td>81</td></tr><tr><td>Issue:</td><td>9</td></tr><tr><td>Pages:</td><td>632-638</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1289/ehp.6841,0.1358,-0.2256,1,2
799,saha (2003),"<table><tr><td>Authors:</td><td>saha, kc</td></tr><tr><td>Title:</td><td>review of arsenicosis in west bengal, india - a clinical perspective</td></tr><tr><td>Source:</td><td>critical reviews in environmental science and technology</td></tr><tr><td>Volume:</td><td>33</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>127-163</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1097/00001648-200407000-00275,0.5064,0.2411,1,1
800,harris (2003),"<table><tr><td>Authors:</td><td>harris, b</td></tr><tr><td>Title:</td><td>the removal of arsenic from process solutions: theory and industrial practice</td></tr><tr><td>Source:</td><td>hydrometallurgy 2003 proceedings, vols 1 and 2: vol 1: learning and solution purification - vol 2: electrometallurgy and environmental hydrometallurgy</td></tr><tr><td>Pages:</td><td>1889-1902</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1038/nature02638,-1.2674,0.034,1,2
